,Symbol,EarningsPerShare,PriceEarningsRatio,DebtEquityRatio,ReturnOnEquity,QuickRatio,WorkingCapitalRatio
2231,TECH,3.3574,44.1131,0.3142,0.1169,3.7989,5.0103
2232,WING,0.7414,86.7432,-1.3867,-0.0966,0.8579,1.1293
2234,HAFC,1.8209,10.9444,0.3131,0.1047,0.0322,0.0445
2236,ADES,1.7802,5.927,1.0909,0.5218,0.7961,1.468
2238,BOOM,2.0454,17.1317,0.308,0.2269,1.1319,2.0478
2240,SPH,1.2464,18.879,2.5417,0.155,0.3491,0.7203
2241,GCAP,2.0977,3.0345,0.4433,0.3119,2.2689,1.3609
2245,PRI,7.5479,13.2939,0.9189,0.2218,4.0293,4.3427
2246,TCO,0.949,47.8842,-39.1902,-0.8989,0.2733,0.2951
2247,EXLS,1.6559,31.8909,0.4614,0.0918,2.9232,3.2234
2257,LSTR,6.209,15.4556,0.2676,0.3717,1.7826,1.813
2258,LTC,3.8923,10.6598,0.7402,0.1877,2.2072,3.3656
2259,ELS,1.1843,40.6402,2.0454,0.1896,0.3906,0.7755
2260,TGS,27.1296,8.1112,0.6656,0.3689,3.1395,3.2413
2262,ABDC,0.4085,16.175,0.5671,0.0379,0.4819,0.485
2264,ARTX,0.0706,37.4286,0.1832,0.0244,0.9752,1.9665
2266,ASIX,2.2227,11.0636,0.4758,0.1576,0.5973,1.0925
2268,TEO,5.4625,47.6862,0.3514,0.0235,0.6087,0.6266
2269,WASH,3.9485,12.0329,0.7659,0.1524,0.0209,0.0292
2273,HMI,0.6112,4.5509,0.0215,0.1878,1.6679,2.0591
2275,BPY,16.042,25.5873,52.636,3.3479,0.0456,0.6903
2276,CBZ,1.1095,17.4336,0.2257,0.1037,0.7326,1.3181
2280,SAIA,4.0859,13.6814,0.1766,0.1509,0.8782,1.0194
2284,OGS,3.279,24.3425,0.7759,0.0843,0.4532,0.7774
2285,AY,0.4151,58.3333,3.5707,0.0257,1.5557,1.5257
2286,CMD,2.1827,42.5275,0.324,0.1495,1.5784,2.5095
2288,RBC,5.359,13.217,0.5657,0.1001,1.1712,2.6594
2289,CIO,0.7776,12.5,1.6129,0.096,1.5623,2.0931
2291,ADUS,1.3363,46.8138,0.0627,0.0635,2.9007,3.0161
2292,LBAI,1.3352,11.2197,0.4589,0.1016,0.0426,0.0488
2293,NWE,3.9141,15.0863,1.0938,0.1014,0.512,0.8002
2296,ELF,0.3217,26.2424,0.6558,0.0677,2.0441,3.2952
2297,VAC,1.1693,42.9939,1.1031,0.0159,2.2708,1.3738
2298,OMCL,0.9521,63.7917,0.1993,0.0555,1.2877,1.9412
2299,UFPI,2.436,10.7718,0.2139,0.1384,1.3161,3.2097
2300,IBOC,3.264,10.5199,0.3135,0.1113,0.0345,0.0447
2301,ZAGG,1.41,6.9857,0.3682,0.2473,1.1077,1.6779
2302,VEC,3.1343,6.8726,0.3327,0.1595,1.3257,1.3927
2303,WBK,2.3848,11.5884,3.0354,0.1255,0.0491,0.1149
2304,HELE,1.6481,54.9085,0.2857,0.0438,0.9894,1.8622
2305,CRHM,0.1783,47.6562,0.9015,0.1678,2.2855,2.5549
2310,AIR,0.4504,101.5682,0.1893,0.0167,0.7309,2.8284
2311,POL,2.002,14.2289,2.5104,0.2959,0.9292,1.7912
2312,EBR,11.0907,2.5611,0.9962,0.2171,0.6176,1.2826
2314,HIIQ,0.7667,24.9813,0.1391,0.1205,0.1724,1.371
2316,HASI,0.7693,25.4,1.3781,0.0519,10.0102,10.4071
2317,CVI,2.8747,11.0513,0.9075,0.2247,1.6875,2.6069
2319,JOBS,20.2467,21.1296,0.2279,0.1654,2.1547,2.2989
2320,BXG,1.177,10.9576,1.4776,0.2047,2.7346,11.3792
2321,FBK,2.6121,13.4692,0.2204,0.1194,0.0285,0.1038
2322,NICE,2.6153,41.6192,0.2261,0.079,1.2382,1.3782
2323,KALU,5.557,16.1465,0.5003,0.1239,1.6647,3.1951
2324,ACC,0.8545,49.2738,0.8319,0.0336,1.2965,1.9904
2325,RELX,0.6696,22.4901,2.7329,0.6106,0.4001,0.4418
2326,CAMP,0.4664,49.7872,0.7757,0.0835,2.3823,2.888
2328,JE,3.4637,1.6307,2.51,2.3519,0.84,1.2403
2330,RGS,0.1395,120.0714,0.185,0.0132,1.0276,1.8306
2332,ITGR,5.1868,14.5373,0.8727,0.1584,1.2826,2.5293
2333,CGBD,0.6252,19.6825,0.4844,0.0368,1.5714,1.7923
2335,RGEN,0.3789,138.7895,0.1681,0.027,1.7681,2.1237
2336,KRO,1.7686,6.5085,0.5437,0.2441,2.9443,5.1474
2337,SB,0.1605,11.125,1.2337,0.0594,1.9286,1.8544
2338,AOSL,0.5973,23.9,0.3298,0.0512,1.0698,1.8439
2339,CVGW,1.8375,52.4324,0.0582,0.1218,0.74,1.2988
2346,GBDC,1.366,13.708,0.8701,0.0846,1.9018,2.1867
2347,OCSI,0.7016,12.3571,0.8816,0.0699,0.4583,0.8623
2349,EBS,1.2307,47.424,0.786,0.062,1.8708,3.0978
2353,NOA,0.5458,19.6946,2.5549,0.1023,0.6844,0.8756
2356,PLAB,0.6149,15.9672,0.0756,0.0554,2.354,2.6311
2361,TGH,0.8823,11.3182,2.8255,0.0417,1.4394,1.3945
2362,CG,2.5188,17.6966,6.4394,0.3018,0.7518,1.9603
2363,EVA,0.2626,693.75,2.9489,0.0474,0.3812,0.5827
2364,ATR,3.1003,30.1506,0.1153,0.1369,1.2065,1.931
2366,SYKE,1.1436,21.319,0.1234,0.0592,2.5656,2.7839
2368,FWRD,3.1522,17.4682,0.0861,0.1664,2.4359,2.691
2369,ABG,8.5707,7.9737,3.9548,0.355,0.1063,1.1916
2370,LBC,0.7969,11.275,2.4228,0.0775,0.0168,0.0228
2373,FLIC,1.6311,12.1646,1.5083,0.1071,0.0133,0.0133
2377,ATGE,0.5607,89.2727,0.1929,0.0222,1.5911,1.8809
2378,WHD,0.6901,17.1312,0.0906,0.2909,2.1858,3.6785
2379,LECO,4.4544,17.8394,0.7922,0.3237,1.4042,2.3
2381,FSB,2.3754,10.8074,1.1576,0.0926,0.0766,0.0823
2383,MTX,4.7928,10.7182,0.7509,0.1249,1.5708,2.2946
2387,FTS,2.612,17.3886,1.4992,0.0705,0.3972,0.7669
2388,CCS,3.1358,5.3938,1.017,0.1122,0.1561,4.543
2391,CLB,1.7984,33.1444,1.8485,0.5073,1.3874,2.2524
2394,CIT,4.0552,10.5137,1.3651,0.0752,0.0117,0.0824
2398,IBP,1.7533,19.142,2.5395,0.3,1.7317,2.2651
2399,CENT,2.3678,15.0544,0.7267,0.1298,3.6105,5.716
2400,SPTN,0.9341,18.4731,0.975,0.0469,0.7658,2.1012
2401,NSIT,4.6133,8.8587,0.1995,0.1658,1.3499,1.5219
2403,EQBK,2.2685,15.1288,0.1049,0.0786,0.0557,0.0635
2408,RACE,4.1527,20.7964,1.4252,0.5818,1.2201,1.5961
2411,KOP,1.141,15.2143,17.6228,0.4164,0.761,1.8088
2412,STAA,0.1126,260.5,0.0403,0.0375,4.682,5.4664
2413,TCRD,-0.3244,5.6822,0.7296,-0.0358,2.5157,4.0411
2414,LFUS,6.5416,25.9033,0.47,0.1113,2.4474,3.4968
2416,APOG,2.7972,15.853,0.4221,0.1554,1.1306,1.6155
2418,MBIN,2.0751,9.5962,0.4185,0.1493,0.1003,0.3952
2419,HI,1.2293,43.1653,0.4713,0.1048,0.7425,1.1484
2420,FELE,2.2649,19.0578,0.2812,0.1443,0.907,2.2664
2421,SSB,4.8969,12.2347,0.049,0.0756,0.0339,0.0372
2424,GLP,2.9469,5.4882,2.5893,0.2089,0.643,1.5013
2425,ITRN,2.5846,11.1319,0.4762,0.3948,1.0274,1.8044
2427,MAIN,2.7579,12.075,0.6635,0.114,0.2322,0.3985
2430,PRGX,0.1945,47.35,0.3257,0.0692,1.7652,1.8082
2431,CHDN,8.665,9.5215,1.8684,0.7454,0.7876,0.9412
2432,DQ,0.1407,7.8,0.3822,0.0726,0.8626,1.0682
2436,RICK,2.2341,13.2422,0.9165,0.1415,0.74,1.0874
2439,FRGI,0.2857,53.4828,0.3322,0.0324,0.2956,0.9536
2444,SKY,1.8829,65.0606,0.5816,0.1031,1.0687,1.5744
2449,ARC,0.1938,10.25,0.9068,0.0633,1.0805,1.4253
2450,KFY,2.3667,22.3682,0.1942,0.11,1.6476,1.8162
2451,GIB,3.9776,21.4677,0.2694,0.1707,0.5339,0.9951
2452,BCEI,8.1866,2.5207,0.0579,0.1947,1.2737,1.3552
2453,DFIN,2.1584,6.4358,1.6049,0.3257,1.1099,1.255
2454,NNI,5.5962,9.3968,9.604,0.0989,2.9023,56.41
2457,RMAX,1.5239,20.2303,0.473,0.0562,1.7298,1.8659
2459,HRI,2.4247,10.6955,3.9743,0.1207,1.2039,1.3382
2460,LDL,2.0074,10.0049,0.8796,0.0946,1.6002,2.613
2462,TECD,3.0572,32.6612,0.5606,0.0399,0.8459,1.2536
2463,MMI,2.2575,15.3946,0.0187,0.213,3.8454,3.9991
2464,CR,5.6452,12.8206,0.6228,0.2202,1.2837,1.8413
2466,CRWS,0.2995,19.5,0.2406,0.0768,2.3073,5.8565
2467,LNN,1.8849,50.672,0.4202,0.0732,2.8703,4.1333
2468,TCBK,2.2461,13.1479,0.0689,0.0826,0.0423,0.047
2472,GSBC,4.7399,9.6905,0.188,0.1262,0.0502,0.0705
2474,AGR,1.9255,26.0885,0.4204,0.0394,0.3995,0.6535
2475,ANIP,1.3067,34.3664,0.9278,0.0785,0.6818,0.9235
2480,TKC,0.9187,12.8106,1.2659,0.1269,1.2116,1.5619
2482,CYOU,0.7998,11.5696,1.0401,0.1016,1.7173,1.7484
2484,NWN,2.2385,26.9911,1.3512,0.0902,0.293,0.5521
2490,TACO,1.2894,9.3876,0.4133,0.1198,0.1874,0.3587
2492,IPGP,7.566,15.0053,0.0206,0.1832,5.2906,7.3459
2498,CNMD,1.4524,44.2759,0.6899,0.0617,1.2368,2.326
2500,ABCB,2.5479,11.2705,0.0762,0.0831,0.0714,0.0849
2501,BPMP,1.2702,13.7158,6.6974,1.9041,6.0271,6.5031
2502,PJC,3.3717,17.418,0.0738,0.0842,1.4847,1.5569
2505,FONR,2.8981,8.4019,0.0035,0.2152,4.413,4.604
2509,BGSF,1.7277,11.2842,0.3058,0.2671,2.2601,2.1382
2510,CACC,29.7263,12.9322,1.3926,0.2883,1.7377,32.1926
2512,NEP,2.9815,14.1148,1.4642,0.0818,0.3434,0.3958
2514,CNA,2.9955,14.7659,0.2389,0.0725,0.3074,0.3222
2516,LAUR,1.7022,8.514,1.3122,0.1796,0.6797,1.0227
2518,TSLX,1.8203,9.7258,0.5705,0.1119,0.0673,0.155
2520,PVAC,14.9123,3.6209,1.1431,0.5025,1.1351,1.2076
2521,OLBK,1.602,15.2139,0.1025,0.0734,0.0176,0.0277
2522,TNC,1.8434,28.0161,1.1295,0.1063,1.2145,1.8827
2523,PNNT,0.6817,11.0147,0.8364,0.0759,0.6653,1.6582
2525,UGP,1.0338,24.7532,1.6094,0.1218,1.7945,2.5583
2527,TDY,9.2519,22.2178,0.3352,0.1497,0.9771,1.5461
2529,TRTX,1.5916,10.7529,0.9524,0.0806,2.7849,90.3466
2530,RUTH,1.3528,16.1206,0.4549,0.4624,0.2576,0.3817
2531,SRCE,3.174,12.7658,0.1666,0.1081,0.0183,0.0448
2532,HURN,0.605,81.4444,0.5493,0.0252,0.5078,0.5568
2534,PSDO,1.4452,9.2808,1.1377,0.1761,1.0414,1.0652
2539,SRI,1.8904,12.9737,0.3478,0.1901,1.4946,2.1735
2540,WLDN,0.9172,31.4815,0.4994,0.0695,0.8597,1.4905
2541,MEI,1.5524,25.9091,0.0917,0.0908,2.858,3.5032
2542,SBSI,2.1086,14.9764,1.2501,0.1014,0.0301,0.0346
2545,QCRH,2.7511,10.9897,0.9374,0.0911,0.0885,0.06
2546,HSKA,0.7708,106.2963,0.049,0.0478,1.6123,3.0647
2547,CVTI,2.3167,8.2759,0.6927,0.1239,1.4992,1.6621
2548,USPH,2.7492,78.1298,0.1845,0.1615,1.7847,1.8885
2549,JOE,0.5335,25.3269,0.4718,0.0625,6.5712,7.4389
2556,SBCF,1.4232,18.5857,0.5218,0.0778,0.0229,0.0258
2557,TRTN,4.3763,7.0936,2.9841,0.1586,0.3861,0.3862
2559,SBT,1.1972,5.7917,1.1013,0.1894,0.0209,0.0261
2560,PARR,0.8594,16.6824,1.5081,0.077,0.4656,1.1565
2561,OSB,4.2939,6.1981,0.6683,0.4508,0.7631,1.4022
2567,EXTN,0.6875,26.0294,0.7305,0.045,0.5859,1.2378
2568,FRME,3.2047,10.6099,0.4028,0.113,0.0263,0.0294
2569,CBPX,2.0152,12.599,0.8041,0.2265,2.2558,3.0877
2570,IDCC,1.8872,35.9081,0.3388,0.0682,5.4673,5.7095
2571,ROLL,3.5876,32.5549,0.2077,0.1044,1.6259,4.5973
2574,NEO,0.0655,180.1429,0.3505,0.0082,1.4236,1.7016
2576,GLOB,1.459,38.8414,0.0378,0.1527,2.6611,2.293
2579,FBNC,3.0034,10.8146,0.5326,0.1168,0.0993,0.1053
2580,SLRC,1.5824,12.1456,0.5157,0.0728,1.4573,0.7908
2581,CPF,2.0391,12.0545,0.2074,0.121,0.0198,0.0245
2585,PBFX,1.6638,11.6185,28.3887,3.6032,0.9771,1.0468
2587,AMRC,0.8262,16.988,0.6529,0.1008,2.5092,1.3968
2589,EGLE,0.1732,25.6111,0.6896,0.0262,1.381,1.8807
2590,MTEM,-0.8299,3.9608,0.0322,-0.3002,3.1537,4.0446
2591,EGBN,4.4332,10.9707,0.1957,0.1373,0.0892,0.0495
2592,THG,9.2364,12.6786,0.221,0.1323,0.4378,0.809
2593,NOAH,28.268,21.6135,0.0248,0.139,2.9231,3.2079
2594,IDA,4.5007,20.68,0.7741,0.0957,1.6009,2.3111
2596,FRBK,0.1467,39.8,0.0449,0.0352,0.0292,0.046
2597,PEBO,2.3653,12.438,0.2692,0.0889,0.0231,0.0261
2599,LOB,1.2815,11.5703,24.3132,0.1042,0.1051,0.3251
2600,MCRI,1.9055,19.9686,0.3138,0.1132,0.6258,0.7853
2607,NGS,0.0325,548.0,0.0016,0.0016,5.4675,8.8068
2608,CPSI,1.2517,19.9206,0.8203,0.1103,2.0915,1.8164
2611,GPRK,1.195,11.6134,3.1254,0.5063,0.7075,1.1886
2612,CLCT,0.6916,20.375,0.2103,0.4371,1.1016,1.4811
2614,BBSI,5.1567,11.0521,0.035,0.3197,2.0076,0.9845
2618,IPHS,1.8321,13.3315,0.8941,0.1071,0.9443,2.5158
2620,THR,0.367,59.3784,0.648,0.0356,2.0723,3.5288
2622,RNR,4.8993,27.2301,0.2017,0.0451,1.4698,2.9385
2624,CHE,12.8366,22.1312,0.1508,0.3476,0.6487,0.8339
2625,JRVR,2.131,17.0748,0.313,0.09,0.6533,1.1043
2626,NBTB,2.5778,13.407,0.1719,0.1106,0.0219,0.0254
2627,CMTL,1.2592,26.88,0.332,0.0589,1.1549,1.6925
2629,DHX,0.1356,10.1333,0.1189,0.0494,0.3624,0.4802
2631,KFRC,2.2244,13.2137,0.4346,0.3444,2.3315,2.7498
2633,CNOB,1.872,9.877,1.1874,0.0983,0.0382,0.0424
2637,TRS,1.8182,14.9945,0.4731,0.1343,1.6317,2.9056
2638,NSP,3.1939,28.8148,1.859,1.7433,1.0752,1.122
2642,CBU,3.2946,17.7744,0.0584,0.0984,0.0279,0.0281
2645,NX,0.7487,19.5,0.5328,0.0666,1.1041,1.8664
2649,RECN,0.5974,26.9672,0.2344,0.07,1.9775,2.0617
2659,TBK,1.9456,14.4175,0.1854,0.0812,0.0626,0.0637
2660,PFSI,1.1317,8.1145,0.7855,0.053,0.0823,1.1689
2661,AQN,0.4099,35.7016,1.0825,0.0582,0.6056,0.9852
2662,FIBK,2.6431,13.1986,0.0608,0.0946,0.0715,0.0804
2663,GPX,0.5938,21.3729,0.6244,0.0527,1.7259,1.8887
2669,RGNX,2.7884,14.0301,0.0115,0.1964,15.8916,15.2378
2670,APPF,0.583,100.3729,0.5424,0.2174,3.4106,3.828
2671,KE,0.6275,30.7937,0.0234,0.0471,0.9624,1.9118
2672,ASR,18.0025,17.7496,0.4982,0.1714,2.2677,2.4918
2675,ASYS,0.354,14.5833,0.0633,0.057,1.3497,2.7382
2678,GORO,0.1609,25.0,0.0266,0.073,0.7484,1.7854
2681,VICR,0.7898,47.2375,0.0006,0.1727,3.1732,4.5853
2682,MORN,4.2897,25.5442,0.0749,0.1958,1.5659,1.6582
2686,CW,6.297,16.2611,0.4981,0.1801,1.2655,1.9553
2688,ALE,3.3855,22.4838,0.6893,0.0808,0.527,0.8252
2689,Y,2.665,237.9084,0.2043,0.0051,0.8003,0.8358
2691,UEIC,0.8637,29.7412,0.386,0.0453,0.7071,1.3595
2695,HTBI,0.4326,62.8889,0.0049,0.0201,0.0991,0.1171
2697,KOF,7.1733,143.66,0.6703,0.1206,0.865,1.2629
2699,PHI,87.5515,12.8602,1.5689,0.1684,0.4462,0.517
2700,ORA,1.9333,27.0984,0.9607,0.0742,0.9869,1.307
2701,CMPR,1.4238,104.1135,9.9249,0.4669,0.2076,0.4975
2702,ESTE,0.6607,3.0133,0.2356,0.1265,0.7587,0.7764
2705,WSBC,2.6212,12.5222,0.6284,0.0723,0.0176,0.0238
2706,CARG,0.592,56.2167,0.0571,0.3357,2.7396,3.0685
2709,WMC,0.5489,13.6721,7.7116,0.0525,0.0557,0.9303
2710,LX,6.0336,4.2818,1.2764,0.4815,1.3204,1.2851
2711,AIMC,0.5484,27.043,0.9242,0.0191,1.272,2.0884
2712,MFNC,0.781,14.5213,0.3794,0.055,0.0815,0.0723
2716,PAC,10.7762,16.6769,0.656,0.2481,3.4738,3.6088
2717,CTEK,0.1969,23.7,0.9154,0.0929,0.8267,1.5186
2720,NVEE,2.1522,24.8156,0.148,0.0846,2.5012,2.5366
2721,ATRO,1.4483,21.0,0.6052,0.1211,1.553,2.9211
2723,AZZ,1.7399,23.477,0.5324,0.0799,1.2323,2.4985
2726,BLX,0.2825,61.7857,3.5411,0.0112,0.3416,0.3588
2727,ENSG,1.7654,20.3855,0.4116,0.1563,1.1732,1.2929
2730,EFC,1.5552,10.0855,3.2905,0.0828,0.3502,0.3755
2732,ICL,0.9517,5.8351,0.6414,0.328,0.7456,1.3878
2735,ECOL,2.2502,27.7445,1.0133,0.1381,2.1819,2.3389
2737,SHEN,0.9402,47.0745,1.7417,0.1054,1.5755,2.3741
2741,GV,0.1975,11.3,0.4897,0.0844,1.864,2.3501
2742,HNI,2.1309,16.5561,0.4526,0.1659,0.7675,1.2247
2744,NEU,20.5834,20.2601,1.5738,0.4791,1.4298,2.9982
2745,FSS,1.5604,12.6752,0.3963,0.1773,1.0189,2.0686
2746,HCI,1.9317,21.7137,1.3787,0.0977,0.9027,1.2776
2749,FRPH,12.3527,3.7105,0.2435,0.3414,6.5763,10.2654
2755,RLH,0.0797,102.5,0.2665,0.0118,0.9933,1.1459
2756,VBTX,1.6238,13.1166,0.1319,0.0741,0.0318,0.0375
2758,HY,2.0953,29.5048,0.5717,0.0658,0.7075,1.4579
2759,BCPC,2.4365,31.9796,0.2256,0.1136,1.8745,2.758
2760,CLH,1.172,42.1795,1.3443,0.0561,1.5626,1.996
2762,OTTR,2.076,23.8654,0.8352,0.113,0.5857,1.4193
2763,CTO,6.7375,7.7663,1.1694,0.1755,5.0686,31.4738
2766,PAHC,1.609,29.0994,1.689,0.3508,1.5005,2.9008
2769,CKH,3.1867,11.4907,0.5036,0.0826,2.8228,3.217
2775,MATX,2.5524,12.5569,1.1339,0.1443,0.6561,0.8587
2776,HCKT,0.81,19.6543,0.0526,0.1935,1.5514,1.6526
2778,WSBF,1.0668,14.9643,1.0759,0.0769,0.0824,0.2365
2780,FFG,3.7823,17.4601,0.0819,0.0792,0.3926,0.6268
2783,CSII,0.0515,665.4,0.1566,0.0127,3.9517,4.4744
2784,OXM,3.8668,19.5383,0.1066,0.1514,0.5473,1.7489
2785,PFLT,0.8638,15.0575,0.4796,0.0625,2.2168,1.1309
2787,ALGT,10.0126,10.002,1.8422,0.2344,0.8685,0.9635
2789,FNHC,1.1686,17.0256,0.2063,0.0693,0.796,0.806
2790,FSV,1.9041,37.4208,1.4161,0.2788,1.4276,1.8289
2792,RDI,0.6241,23.4516,0.9236,0.0815,0.2475,0.3538
2795,SMLP,0.0586,167.5,1.0299,0.0345,0.9294,0.9655
2796,HTBK,0.8164,13.3412,0.1061,0.0961,0.0624,0.0672
2799,METC,0.6256,7.8571,0.0671,0.1777,0.5924,1.1734
2801,GTY,1.177,25.1368,0.7605,0.0821,1.0518,2.4272
2802,WTS,3.7543,17.3003,0.3965,0.1436,1.1746,2.0685
2803,HMST,1.4829,14.3446,1.3495,0.0541,0.0095,0.0704
2804,FFIC,1.9674,11.2135,3.7016,0.1003,0.0253,0.0281
2805,CPL,2.0218,14.2144,1.9855,0.2005,0.2248,1.1173
2808,CEO,1.1801,8.9274,0.3343,0.1262,2.5141,2.7061
2810,IMKTA,4.8058,6.8158,1.4538,0.1635,0.3098,1.9095
2813,INDB,4.4143,15.9433,0.3782,0.1133,0.033,0.0378
2818,TR,0.8859,37.5281,0.0105,0.0758,3.8954,4.9526
2819,CABO,28.8874,28.2988,1.4995,0.2125,2.1992,2.3772
2821,ERIE,6.2397,21.5363,0.1024,0.296,1.2224,2.1368
2823,AGM,8.895,6.7834,21.5089,0.1436,0.0819,0.7847
2828,FIX,3.0391,14.4158,0.1544,0.2267,1.2648,1.3054
2829,FDUS,2.0215,5.7871,0.5941,0.1227,2.1671,2.625
2830,ANAT,5.9138,21.5296,0.0262,0.0302,0.4359,0.502
2831,CIVB,0.8558,15.8364,0.1138,0.0473,0.0236,0.0281
2835,TTGT,0.4627,25.9787,0.1882,0.0977,4.4812,4.8181
2836,ARCB,2.6182,13.1264,0.4064,0.0937,1.3587,1.4385
2839,CAI,3.8056,6.1782,3.0793,0.1121,0.5826,1.5709
2840,CNBKA,6.5039,8.5843,0.7922,0.1205,0.0741,0.0805
2842,GLOP,2.8172,11.1864,1.0469,0.0979,0.3171,0.3351
2845,MG,0.2395,59.9167,1.1208,0.0252,1.7305,2.0184
2847,TANH,0.0689,24.8571,0.0961,0.0194,2.5616,3.1738
2852,VHI,0.773,2.5065,1.2597,0.4127,2.4783,4.0137
2853,PUK,1.1634,11.9211,0.6566,0.1745,0.6067,1.1652
2855,UBFO,0.8292,11.5422,0.093,0.1283,0.2735,0.291
2857,JAX,0.2721,30.4815,0.1306,0.0351,0.3118,0.5171
2858,SONA,1.4007,9.4429,0.1637,0.0967,0.0126,0.0148
2862,TCX,1.6141,37.0741,0.8098,0.2148,0.142,0.7979
2863,TPB,1.2936,20.7786,2.6714,0.3061,0.0929,1.7541
2867,FFWM,0.9666,12.6078,0.0089,0.0768,0.0128,0.1091
2868,BIP,0.9871,58.5254,2.9567,0.074,0.8833,0.9417
2869,CAC,3.4053,10.5794,0.2203,0.1218,0.0178,0.0226
2870,NATH,0.6285,114.6032,-1.7117,-0.0311,3.7677,3.9825
2871,ANDE,1.4659,20.3333,0.8705,0.05,0.2758,1.2278
2873,CARO,2.2007,12.9781,0.1026,0.0863,0.0197,0.0312
2874,MCS,1.8844,19.648,0.5448,0.109,0.319,0.462
2875,GOOD,0.0336,597.3333,2.027,0.0493,7.7989,9.7967
2885,PLXP,0.1025,15.3,1.1157,0.1391,3.0149,3.141
2888,VLGEA,1.7446,14.7897,0.1618,0.0827,1.2979,1.8771
2891,WRLD,5.9122,16.9656,0.4526,0.0992,0.2269,13.7737
2892,FICO,4.3398,53.3967,2.6578,0.44,0.7528,0.8364
2894,OLP,1.0659,23.0667,1.4556,0.0695,1.4342,1.8173
2896,SYBT,2.4408,13.3878,0.1321,0.1515,0.0722,0.0748
2898,SJW,1.879,30.3934,0.5976,0.0436,2.853,3.0657
2899,GFF,2.7552,5.049,2.3632,0.2649,1.201,2.3224
2902,FLY,3.0634,3.6667,3.8222,0.1221,12.2083,12.9966
2905,SMP,1.9171,25.356,0.1053,0.092,0.5396,1.7474
2909,HCCI,0.639,35.9531,0.1145,0.0581,1.9054,2.7028
2910,ILPT,1.1432,16.9569,0.4493,0.0723,5.6427,5.6427
2914,SECO,6.006,20.8219,0.7774,0.1025,1.5944,3.2479
2916,EIG,4.308,9.7605,0.0373,0.1388,0.1972,0.4377
2917,CHCO,4.5488,15.02,0.0067,0.1165,0.0289,0.0369
2919,IBCP,1.6527,12.3647,0.1922,0.1175,0.0239,0.0587
2922,CHT,4.9734,22.6276,0.0045,0.103,0.9134,1.4504
2923,MBWM,2.5324,11.17,1.0553,0.112,0.0289,0.033
2925,KAMN,1.9375,28.9124,0.4638,0.0856,0.5871,2.5902
2926,USM,1.7472,29.6971,0.4003,0.037,2.2735,2.6223
2932,PGC,2.2959,10.8069,0.4264,0.0942,0.0408,0.0478
2933,UVE,3.3502,11.2857,0.0229,0.2333,0.7048,0.7148
2934,ATAX,0.5972,9.3667,1.8207,0.1351,0.1522,0.2601
2936,MIXT,0.3002,22.8762,0.0117,0.1194,1.573,1.8399
2938,MTL,30.336,2.2515,-1.9406,-0.052,0.0418,0.1515
2940,NFBK,0.809,15.5747,0.6055,0.0601,0.0227,0.0291
2943,SHG,6744.5546,6.0035,2.3898,0.0895,0.0676,0.1088
2945,CORR,2.859,11.5664,0.3297,0.0961,11.3308,12.118
2953,JBSS,2.8647,26.4545,0.2793,0.1337,0.5706,2.1152
2954,CUB,0.4517,160.6444,0.2983,0.0176,1.6389,2.0349
2956,LPTH,0.0412,57.5,0.2103,0.03,2.0565,3.3435
2958,TTEC,0.7754,36.6282,0.817,0.1038,1.8231,2.2363
2959,FISI,2.3903,10.7531,0.0984,0.0997,0.0268,0.0286
2962,MOFG,2.4834,10.0121,0.6133,0.085,0.0162,0.0258
2963,NVR,220.528,11.0984,0.3306,0.4408,0.9876,2.6368
2964,RNST,2.5023,10.7786,0.1301,0.0719,0.0541,0.0948
2967,ESE,3.5559,19.014,0.2897,0.1213,0.9685,1.9749
2968,FBMS,1.6234,18.5583,0.4584,0.0584,0.0625,0.0729
2970,KELYA,0.5892,34.7119,0.0019,0.0197,1.4803,1.5604
2971,TMP,5.3874,13.9165,2.2148,0.1329,0.0138,0.0187
2974,ACRE,1.3449,9.6593,2.634,0.0907,0.2345,32.4914
2975,IMOS,1.8221,0.5103,0.5442,0.0736,1.8369,2.2688
2977,ABTX,1.7093,13.4315,0.3898,0.0531,0.0734,0.0782
2979,HMLP,1.9841,7.9534,0.9176,0.1491,0.7564,0.8196
2980,MCBC,0.7755,12.3333,0.5292,0.1382,0.1012,0.1069
2981,NRP,8.9448,4.3603,1.5886,0.3295,1.8625,1.6306
2982,PLUS,3.9518,18.8875,0.0036,0.1479,1.5806,1.6137
2986,GDP,0.1471,90.0,1.1923,0.0272,0.4562,0.5019
2989,PRFT,0.7401,29.2895,0.3395,0.0694,2.2377,2.3763
2990,PFS,1.7647,13.2582,0.8528,0.0871,0.0182,0.0244
2993,BLBD,1.0669,21.087,-5.0162,-1.0877,0.5665,1.0066
3000,YRD,7.9659,4.6972,0.0378,0.1888,3.5725,5.1488
3001,GAIN,1.8658,5.383,0.7008,0.1713,0.7959,1.3081
3002,LRN,0.6708,23.8857,0.0443,0.047,3.5056,3.9064
3008,KNOP,2.2506,7.9653,1.676,0.1278,0.3337,0.4079
3009,MMAC,10.4343,2.3774,0.7028,0.2865,5.3452,17.0129
3011,RENN,0.0703,7.3333,0.2373,0.4919,1.7119,1.2294
3016,JJSF,5.5351,26.9404,0.0014,0.1365,2.2466,3.2468
3018,TTEK,2.4738,27.6911,0.2868,0.1416,1.3597,1.6994
