Symbol,EarningsPerShare,PriceEarningsRatio,DebtEquityRatio,ReturnOnEquity,QuickRatio,WorkingCapitalRatio
MYOS,-0.4312,0.0,0.3598,-1.1425,0.0569,1.7766
NAKD,-5.2206,0.0,0.0009,-8.1775,4.4752,7.4278
NAOV,-1.0376,0.0,0.0,-8.9719,1.7734,1.9219
NATR,-0.0445,0.0,0.0127,-0.0071,0.8756,1.6019
NAVB,-1.7718,0.0,0.1814,-9.2495,1.2717,1.6563
NBN,1.8094,12.0718,0.5707,0.1168,0.1623,0.172
NBY,-0.383,0.0,0.0,-1.3212,1.7073,2.2376
NCTY,-2.2477,0.0,-0.6854,0.3051,0.0296,0.0363
NDRA,-1.8056,0.0,0.0,-1.5679,6.6401,7.1308
NEBU,0.0781,97.5,0.0,0.537,3.2662,3.28
NEN,33.856,50.0895,-7.0864,-0.117,0.4409,0.6
NESR,0.3561,86.6,0.325,0.0782,0.8206,1.3453
NEWA,0.0353,8.3582,0.5664,0.2667,0.678,1.3066
NGVC,0.5661,28.4035,0.3703,0.0863,0.1774,1.3923
NHLD,-0.9215,0.0,0.0,-0.2452,2.1851,2.4548
NHTC,2.7281,6.7236,0.0,0.3454,3.1485,3.4859
NICK,-0.0871,0.0,3.0571,-0.0101,1.5613,1.6067
NMRD,-0.0089,0.0,0.0,-0.4428,7.0675,7.3936
NNDM,-2.4776,0.0,0.0,-0.9946,1.569,2.4424
NNVC,-2.4827,0.0,0.0,-0.4848,8.0297,8.3021
NSEC,0.3083,41.9677,0.318,0.017,0.4608,0.5188
NSYS,0.0621,59.1667,0.7092,0.0079,0.8453,1.8422
NTRP,-1.3935,0.0,0.0,-0.4156,9.7577,9.9617
NTZ,0.6069,1.1267,0.4108,0.2438,0.6957,1.2302
NWFL,2.1776,15.0685,0.4271,0.1116,0.0179,0.0226
NWHM,-0.6956,0.0,1.6155,-0.0592,0.9065,9.2836
OBAS,-0.5333,0.0,2.6944,-0.0519,1.2227,1.2227
OBCI,0.2993,10.9333,0.1801,0.1019,3.4717,7.8273
OBSV,-2.0661,0.0,0.0,-0.5222,8.2418,8.5794
OCC,0.1389,33.9286,0.3513,0.0399,1.8601,4.4177
ODC,1.1264,34.7213,0.0697,0.0625,1.7281,2.6823
OESX,-0.4539,0.0,0.1747,-0.5605,1.1057,1.7933
OFLX,1.9956,27.035,0.0,0.3048,3.4657,4.0001
OHAI,-0.508,0.0,1.2129,-0.2854,0.1811,0.2091
OMAD,0.0356,59.0,0.8,0.2773,0.5776,45.4354
OPGN,-30.9251,0.0,0.5729,-4.0402,1.129,1.32
OPHC,0.4389,5.6604,9.3017,0.15,0.0964,0.1002
OPOF,0.949,22.7396,0.8137,0.0482,0.0466,0.0472
ORGS,-1.1747,0.0,0.1613,-0.6452,1.6126,1.7671
ORMP,-0.733,0.0,0.0,-0.4091,6.6908,6.8168
ORRF,1.3575,11.902,0.6653,0.0738,0.0534,0.0602
OTEL,2.7938,5.7957,6.697,0.8684,0.8986,1.2333
OTTW,0.5891,21.5,0.3329,0.0378,0.0633,0.0662
OVLY,1.4081,12.7972,0.0,0.1165,0.1279,0.1328
OXBR,-1.0027,0.0,0.0,-0.932,2.664,2.6814
PATI,1.5379,12.8571,0.0119,0.0977,2.4761,3.094
PAVM,-0.7064,0.0,-3.4144,7.7631,0.7493,0.771
PBHC,0.9249,16.1443,1.9597,0.0628,0.033,0.0383
PDEX,0.3724,17.3684,0.0024,0.0938,4.7781,6.7217
PDLB,0.145,84.9333,0.4079,0.0158,0.0836,0.0881
PESI,-0.119,0.0,0.1358,-0.0514,0.5416,0.6861
PETZ,-1.5089,0.0,-6.2351,7.3438,0.2143,0.4076
PFIN,0.233,32.2083,0.056,0.0188,1.0698,3.2587
PFIS,3.368,13.0742,0.137,0.0894,0.0165,0.0206
PIH,-0.0507,0.0,0.0,0.0128,0.0592,0.6801
PKBK,2.3447,7.3992,0.7662,0.1617,0.1232,0.1318
PLBC,2.7299,8.2883,0.154,0.209,0.0642,0.0705
PLG,-2.7631,0.0,-1.8625,1.3371,3.1047,3.168
PLYM,-4.8147,0.0,-27.3266,1.6125,0.6861,0.6861
PMD,0.8324,19.1205,0.0868,0.2445,3.1534,3.4163
PME,0.1695,15.0,0.2706,0.101,0.1228,0.2115
PNBK,0.8185,17.378,1.8918,0.0461,0.0876,0.0968
PNRG,7.0891,10.0647,0.6494,0.1424,0.6984,0.7791
POPE,1.7329,42.5325,2.6336,0.1329,1.0747,2.0405
PRKR,-0.7964,0.0,-0.1679,0.8245,0.351,0.5246
PROV,0.2856,68.7143,1.0461,0.0177,0.0452,0.213
PRPH,-0.1507,0.0,0.0,-0.1054,3.789,4.3085
PRPL,-0.0803,0.0,-32.3429,6.5287,0.4626,0.9819
PTNR,0.3388,52.2124,0.9716,0.0405,1.187,1.0904
PTSI,4.0169,10.0025,1.5864,0.1721,0.8844,1.0123
PW,0.2987,18.6667,1.0987,0.0964,3.5136,21.7001
PXS,-0.3934,0.0,1.689,-0.2056,0.2499,0.318
QADB,-0.471,0.0,0.1304,-0.0858,1.3141,1.4045
QBAK,0.7255,7.1918,0.0,0.2028,2.6728,3.9021
QRHC,-0.1593,0.0,0.0858,-0.0403,1.1883,1.2492
QTRH,-0.414,0.0,0.015,-0.2398,3.1011,3.4081
RAND,-0.0624,0.0,0.2713,-0.0125,10.8799,14.3745
RBCN,0.3512,22.5714,0.0,0.0278,22.1935,27.6935
RBNC,1.2214,18.5806,0.3304,0.0676,0.0259,0.0429
RCMT,0.2133,14.0909,1.0125,0.0998,2.3978,2.5363
RCON,-4.4504,0.0,0.2458,-0.5798,3.7619,3.8795
REED,-0.4018,0.0,-1.7786,1.5312,0.2407,0.7684
REFR,-0.0971,0.0,0.0,-0.8666,7.9952,8.1104
RELV,-1.0315,0.0,0.0,-0.1587,0.9767,2.0652
RGCO,0.9137,27.6842,0.8836,0.0917,0.1727,0.6452
RGSE,-0.5459,0.0,0.0312,-3.9032,1.9251,2.8526
RMBL,-1.3635,0.0,2.1854,-0.8171,0.3499,1.1186
RMCF,0.5021,24.4,0.1293,0.1516,1.2276,1.8972
RNDB,-0.3504,0.0,1.1421,-0.0268,0.0221,0.0959
RWGE,0.115,57.7647,0.0025,0.8625,1.3734,1.6091
SAEX,-28.658,0.0,8.3863,-7.4991,2.3602,1.0772
SAMG,0.7159,11.4052,0.0017,0.1718,2.282,2.3583
SAR,2.8255,7.4608,1.4419,0.123,1.3791,1.679
SAUC,-0.1536,0.0,-7.4918,0.2372,0.222,0.2988
SCKT,-0.0971,0.0,0.297,-0.046,0.7369,1.3228
SCX,-0.5177,0.0,0.2386,-0.0413,1.8298,4.3238
SELF,0.0805,49.0,0.5179,0.0166,0.8423,0.9671
SES,-6.9851,0.0,1.0071,-1.7945,4.3772,4.8049
SFBC,2.7715,11.5426,1.4185,0.0983,0.0981,0.1045
SGA,2.3163,14.4478,0.1081,0.074,2.7936,2.9611
SGB,1.8254,11.082,0.4854,0.1065,0.082,0.0823
SGLB,-0.6424,0.0,0.0288,-3.212,2.0702,2.5119
SHIP,-8.5418,0.0,9.7095,-0.9885,0.2645,0.4656
SHSP,-1.1035,0.0,0.6691,-0.7412,3.8087,4.2621
SIEB,0.4405,32.8636,0.0,0.6965,12.6514,13.2163
SIF,-1.2598,0.0,0.6682,-0.1623,0.6118,1.0369
SIFY,5.1722,21.2089,0.6434,0.1025,1.0643,1.1515
SIM,7.3947,8.4078,0.0002,0.102,1.4907,2.9026
SLNO,-0.6221,0.0,0.0,-0.4385,12.8615,13.1433
SMED,-0.0418,0.0,0.0795,-0.0267,1.9234,2.7119
SMSI,-0.1095,0.0,0.0,-0.1332,5.7017,5.9367
SMTS,0.1154,14.6667,0.3245,0.1085,0.5996,0.8961
SMTX,-0.0194,0.0,2.9077,-0.0139,0.7728,1.252
SNDE,-0.0225,0.0,0.7637,-0.0715,0.315,1.0673
SNES,-0.5219,0.0,0.076,-1.886,4.3577,5.736
SNFCA,1.2393,3.8695,0.8169,0.1262,0.9108,1.8039
SNMP,-1.4573,0.0,-2.7636,-0.2428,0.9169,1.2847
SOFO,-2.5266,0.0,-0.4046,1.5051,0.5432,0.6525
SOL,0.0046,0.0,1.8063,0.0194,0.3253,1.0115
SPI,-1.6916,0.0,-16.5366,3.1324,0.2286,0.4437
SPRO,-2.2907,0.0,0.0,-0.3607,9.4024,10.0843
SRTS,-0.1258,0.0,0.0,-0.0764,4.7384,5.2954
SSKN,-0.0972,0.0,0.2367,-0.0931,2.3076,2.6941
SSNT,0.0583,38.6667,0.3901,0.0605,0.6366,0.7838
SSY,-0.2148,0.0,0.1779,-0.0927,1.7067,2.7025
SUMR,-0.2262,0.0,4.91,-0.4586,0.8421,1.8191
SUNW,-1.5396,0.0,0.4896,-0.5742,0.685,1.2104
SVBI,0.6681,11.7353,0.956,0.087,0.2414,0.2586
SVT,1.3544,6.461,0.0994,0.111,2.1962,4.8549
SXI,2.8527,35.9375,0.4298,0.0812,1.4217,2.3798
SYPR,-0.1638,0.0,0.6637,-0.2363,0.7102,1.5663
TACT,0.7341,12.3014,0.0,0.1968,1.9174,4.0767
TAIT,0.2448,6.92,0.0,0.1093,4.205,7.8402
TATT,-0.4982,0.0,0.0,-0.0523,2.3995,5.2761
TAYD,0.1281,78.9231,0.0,0.0132,2.8005,4.795
TCCO,-0.8002,0.0,0.0,-0.9651,0.9894,1.5776
TGC,0.1475,6.3333,0.0183,0.2319,6.8942,7.9325
TKAT,-0.6798,0.0,0.2387,-0.729,1.5172,1.5849
TMQ,-0.1661,0.0,0.0,-0.6785,13.889,14.2625
TMSR,0.061,25.5,0.0413,0.0749,0.4104,0.7239
TPGH,0.1221,83.3333,0.0,1.3731,2.0312,2.1699
TRCB,1.3046,11.5606,0.2815,0.0962,0.0512,0.0562
