Symbol,EarningsPerShare,PriceEarningsRatio,DebtEquityRatio,ReturnOnEquity,QuickRatio,WorkingCapitalRatio
NE,-3.5862,0.0,0.9116,-0.2081,1.576,1.8034
MGA,6.4076,6.8346,0.4096,0.2146,0.7019,1.1485
AEO,1.1515,14.8696,0.0,0.1638,1.0138,1.9961
BP,0.4408,13.4516,0.6617,0.0944,0.7229,1.045
XEL,2.454,19.9474,1.4267,0.1032,0.4146,0.6937
NTNX,-1.741,0.0,1.3146,-0.9094,2.6026,2.7565
VVV,0.8703,24.7619,-3.6927,-0.4637,1.2287,1.764
HQY,0.7806,64.0759,0.0,0.1368,12.7804,12.9525
ARCC,2.0127,7.7512,0.7142,0.1175,0.4588,0.5985
UPS,5.5759,17.6365,7.526,1.5859,0.9933,1.1507
MUR,2.3755,9.8277,0.644,0.0851,0.6993,1.0399
VMC,3.9062,25.3333,0.5598,0.0991,0.9712,1.791
NOMD,1.0357,14.9969,0.8565,0.0831,0.6001,1.1152
ANTM,14.4988,18.075,0.6731,0.1314,1.4314,1.5625
SFIX,0.4588,60.9149,0.0,0.1425,2.0935,2.9319
GD,11.295,13.8756,1.0584,0.2851,0.7665,1.2341
KIM,1.0432,14.3627,0.9114,0.0933,1.0752,1.1315
FNF,2.2818,13.6696,0.1806,0.1356,1.7304,2.0612
BXMT,2.3822,12.744,3.1803,0.0847,0.9021,112.0819
CHD,2.3092,28.3448,0.8587,0.2317,0.4991,0.8129
DLR,1.2116,88.0579,1.108,0.0336,0.3096,0.6667
IP,4.9676,8.22,2.3026,0.2733,0.8756,1.4904
CLI,0.9313,24.4875,1.8778,0.0566,0.2087,0.5013
SE,-2.8697,0.0,-4.4421,4.0143,1.1468,1.4418
CC,5.8158,5.0214,3.9172,0.9813,1.2066,1.9269
DAN,2.9517,4.6361,1.3257,0.3175,1.0155,1.664
ZBH,-1.859,0.0,0.793,-0.0336,0.7511,1.8285
NVAX,-9.6512,0.0,-1.9007,1.1001,2.2824,2.6192
LPX,2.795,8.0507,0.2071,0.2321,3.8397,4.9122
BBY,3.4208,20.4264,0.3751,0.2769,0.535,1.2574
GRUB,0.8653,87.2841,0.237,0.0544,1.5064,1.6301
BG,1.6515,32.3879,0.8702,0.0433,0.2825,1.5432
LC,-1.5052,0.0,0.8226,-0.1476,5.1604,10.7522
PWR,2.0088,15.6771,0.3069,0.0814,1.3473,1.8416
TNDM,-2.1372,0.0,0.0,-0.934,2.4774,2.8344
DXCM,-1.4306,0.0,1.5231,-0.1916,7.2496,7.6416
NTCT,0.9146,28.5714,0.29,0.0386,1.5998,1.8205
NYMT,0.5607,9.5,9.5889,0.0872,0.0979,5.7981
NEM,0.6402,54.1406,0.4057,0.0325,2.0699,2.953
BEN,1.4503,21.9353,0.1109,0.0772,6.523,11.3784
SHLX,1.4731,10.94,-7.5035,-1.6457,5.0755,5.3585
NAVI,1.5312,5.7961,26.5754,0.1122,0.8486,16.6102
PBH,6.4023,5.1563,1.6909,0.2881,1.4077,2.4633
SBH,2.1479,8.5694,-6.6068,-0.9609,0.3416,2.3517
NI,-0.1806,0.0,1.588,-0.0088,0.3141,0.5092
LLY,3.051,36.8535,1.0478,0.3288,1.1092,1.7286
STNG,-5.8213,0.0,1.5825,-0.1034,1.4834,1.537
TTWO,1.5169,61.0955,0.0054,0.1165,1.2215,1.3951
KLAC,5.1469,20.2339,1.3807,0.4951,2.9087,3.7463
LADR,1.618,8.3622,2.7668,0.1246,0.2072,7.5981
FHN,1.6634,7.9277,0.2599,0.1214,0.1253,0.1429
HSIC,3.5154,17.5454,0.6551,0.181,0.3808,1.2971
CXO,11.4157,7.7402,0.2319,0.1218,0.9698,1.0391
HLX,0.193,28.4737,0.2722,0.0177,2.0854,2.3549
RSG,3.1947,22.7413,1.0518,0.1308,0.4315,0.5754
BIG,4.5163,12.5847,0.3217,0.2835,0.0868,1.7333
CYH,-6.7765,0.0,-8.8573,0.5134,1.0652,1.4837
PAYC,2.3384,51.6667,0.1027,0.4095,0.0478,1.0349
GCP,0.2106,116.9048,0.7441,0.0317,1.8908,2.462
YUM,4.9375,19.15,-1.2708,-0.1945,0.6556,0.9277
STZ,11.8299,18.0167,1.2773,0.2888,0.4248,1.7033
LYG,0.0538,9.1691,2.5372,0.0775,0.181,0.3221
MEOH,6.7922,6.8133,0.9955,0.3765,0.7358,1.1955
GIII,1.2657,29.4094,0.3489,0.0554,0.9799,2.7641
USFD,1.8729,16.8298,1.1192,0.126,0.75,1.435
SFM,1.2424,19.1138,0.9845,0.2691,0.136,1.0769
THC,1.0829,15.7248,-124.5882,-0.9328,0.7794,1.202
DOC,0.3011,53.4333,0.6337,0.0236,0.3074,1.6396
ALLY,3.0575,7.6296,3.3308,0.0952,0.0542,0.9449
QRVO,-0.3185,0.0,0.2059,-0.0084,2.984,4.1783
TOPS,-25.595,0.0,1.3488,-0.1095,0.0608,0.1436
AVP,-0.0441,0.0,-1.7619,0.0216,0.5896,1.1774
EVR,9.3212,7.7029,0.2555,0.4976,1.9066,1.9763
CMS,2.3188,21.309,2.4768,0.1382,1.1608,0.9405
DOX,2.4544,26.3534,0.0,0.1028,1.1512,1.3288
RIO,10.0902,6.112,0.3186,0.3122,1.7244,1.9079
HMHC,-0.762,0.0,0.9937,-0.1225,1.0391,1.4482
NMRK,0.6896,0.0001,2.661,0.1881,1.0208,1.0555
PDM,1.015,17.04,0.9852,0.0762,1.1347,1.6753
KMT,2.4523,14.5388,0.8303,0.1676,1.08,1.7441
SRNE,-1.6646,0.0,1.1137,-0.9717,3.529,2.914
HP,4.4305,15.9636,0.1127,0.1101,2.3624,2.9577
FLR,1.5983,20.125,0.5698,0.0759,0.9051,1.5316
JHG,2.637,7.9084,0.0659,0.1082,2.6698,2.772
FDX,17.1098,14.5855,0.8826,0.2355,1.2201,1.3858
EMN,7.712,9.5569,1.0629,0.1861,0.9233,1.8179
OPK,-0.2734,0.0,0.0529,-0.0854,0.8337,1.102
LNG,1.8335,30.8281,-54.135,-0.8954,2.1837,2.4305
WU,1.9239,9.0265,-10.6811,-2.7498,0.8778,0.8954
BAX,3.0518,21.6513,0.4461,0.2084,1.2849,2.0871
AOBC,0.3718,29.7297,0.4945,0.0477,1.0482,2.6853
CARS,0.566,39.0909,0.4254,0.0239,1.2138,1.3905
NUAN,-0.5576,0.0,1.2724,-0.0931,1.0461,1.2152
TEL,7.361,11.9959,0.3693,0.2368,0.7277,1.4057
MLM,7.4945,23.0389,0.6309,0.095,0.7222,1.736
GWW,13.8848,20.4313,1.1556,0.4071,1.2811,2.3698
PBF,1.0703,29.4324,0.7225,0.0479,0.6163,1.5165
AGN,-15.2476,0.0,0.3655,-0.0783,0.8337,1.1305
GT,3.0385,6.9897,1.1848,0.1456,0.5921,1.2393
EA,3.4004,35.0206,0.2159,0.227,2.2947,2.4103
GPRO,-0.7269,0.0,0.6553,-0.514,1.0909,1.5829
BW,-42.9855,0.0,-0.6157,2.5349,0.6276,0.7719
CMI,13.3345,10.1242,0.337,0.2914,0.8445,1.5379
CNQ,2.119,15.2934,0.645,0.081,0.3723,0.6342
HCA,11.0036,11.4174,-6.6305,-0.7651,0.9633,1.3493
INXN,0.4357,109.5691,2.0368,0.0491,0.5976,1.2579
VRTX,8.2052,20.1104,0.1311,0.4728,3.1937,3.4305
QTS,-0.4131,0.0,1.1256,-0.0037,0.4337,0.9782
CNHI,0.7832,11.6582,1.0391,0.2118,1.269,1.6103
CNX,3.9122,3.0453,0.5539,0.184,0.5367,0.9593
INFO,1.3758,38.6739,0.7081,0.0676,0.3934,0.4738
YY,1.2998,16.1574,0.0004,0.1193,4.0735,4.2797
ES,3.2598,20.0123,1.2738,0.0899,0.3108,0.5573
ARMK,2.304,18.6234,2.3911,0.1874,0.8054,1.1652
OII,-2.1549,0.0,0.5582,-0.1507,1.4617,2.5162
NOW,-0.1489,0.0,0.5955,-0.024,1.0299,1.165
APTV,4.0498,15.2401,1.2559,0.3085,0.827,1.2932
HOMB,1.7371,9.4451,0.4507,0.1278,0.055,0.0655
QD,7.6459,3.7908,0.395,0.2302,2.3444,2.8867
NSC,9.789,15.6096,0.7255,0.1735,0.5276,0.7186
NKTR,3.9363,8.1766,0.1438,0.3967,16.8113,17.5323
PSX,12.1334,7.2578,0.4527,0.227,1.0288,1.4783
CERN,1.9122,27.4555,0.09,0.1278,2.0348,2.4087
AKAM,1.832,34.3146,0.4889,0.0935,1.9592,2.0941
CS,0.7936,13.4723,3.8376,0.0461,0.4727,0.7763
PNW,4.5597,18.6842,0.9984,0.0978,0.2467,0.561
AMH,0.0792,248.125,0.5299,0.0206,0.911,1.5437
CDNS,1.2255,34.5079,0.3456,0.2684,1.1797,1.3415
FOE,0.9619,16.5053,2.1809,0.2127,1.3054,2.2953
A,0.9913,66.1122,0.3939,0.0692,2.5816,3.2861
MDRX,1.8038,4.657,0.4304,0.2345,0.8149,1.0768
MOS,1.2193,23.9426,0.4356,0.0452,0.6789,1.7059
CTB,1.5295,21.2697,0.2656,0.0653,1.1954,1.9159
LPL,-501.4956,0.0,0.6141,-0.0128,0.5525,0.884
SKX,1.9048,11.8601,0.0477,0.1479,1.7994,2.9076
HST,1.4648,11.3401,0.512,0.145,5.5051,5.5085
UE,0.9199,18.0652,1.7088,0.1162,25.874,26.3432
PHM,3.6389,7.3006,0.5891,0.2121,0.8263,6.2515
MT,5.0485,4.0769,0.2966,0.1223,0.2893,1.3846
ISBC,0.6948,14.4444,1.6408,0.0674,0.0104,0.015
CAAP,0.0475,0.0,1.4665,0.0093,1.4291,1.1824
WRE,0.321,71.875,1.1637,0.024,0.8566,1.9908
RRC,-6.9998,0.0,0.9452,-0.4302,0.7674,0.7978
FL,2.3431,20.4619,0.0496,0.1127,1.3782,4.1412
NTAP,0.433,156.7442,0.8462,0.051,1.8233,1.9688
AGO,4.9306,8.093,0.1736,0.0795,0.4638,0.6339
BBBY,2.9833,7.1934,0.5165,0.1471,0.3344,1.8336
CCJ,0.4202,36.4834,0.2995,0.0333,1.734,2.3779
MAR,5.5902,19.9193,4.2009,0.8571,0.3805,0.4204
AXTA,0.8676,26.9195,3.2064,0.1719,1.4964,2.2195
VIAV,-0.2147,0.0,1.1338,-0.0661,1.8196,2.0882
SHOO,1.4766,19.1519,0.0,0.1603,2.3742,3.1293
CONE,0.0113,0.0,1.2493,0.0005,0.8133,0.8125
LOGM,1.4536,56.6458,0.0672,0.025,0.4651,0.625
AEM,-1.404,0.0,0.3787,-0.0718,1.0914,2.9671
BB,0.7634,15.9737,0.3122,0.1617,6.1314,6.1922
CB,8.598,15.1088,0.2588,0.0787,0.1858,0.3792
PRU,9.8644,8.4595,0.3915,0.0838,0.407,0.6443
RUN,0.2383,45.375,2.2471,0.0281,0.9964,1.2397
MNK,-43.2944,0.0,2.1098,-1.2493,1.0302,1.5123
PVG,0.2008,57.056,0.6913,0.0405,0.4812,0.6475
HA,4.7203,5.7041,0.7487,0.246,0.6089,0.7009
PBCT,1.2031,11.1,0.5594,0.0716,0.0233,0.0327
UCBI,2.0822,10.3671,0.4027,0.1132,0.0302,0.0391
LBTYA,0.9622,0.0,6.3667,0.1549,0.3121,0.4018
AVYA,-1.9364,0.0,1.5427,0.0363,0.959,1.1825
CBSH,3.9965,14.8734,250.0599,0.1479,0.0851,0.0897
SC,2.5488,6.898,4.7828,0.1305,1.4889,19.3387
ANF,0.1042,198.3,0.2417,0.0057,1.4881,2.4915
HIG,5.0204,8.837,0.3618,0.1379,2.1828,2.3282
ITW,7.7245,16.5608,2.268,0.7876,1.1649,1.6313
AZN,1.619,44.6824,1.533,0.1644,0.7224,0.957
YELP,0.6651,53.0152,0.0,0.0515,13.3308,13.2543
MTOR,1.3529,14.3657,2.8711,0.4077,0.6485,1.131
EVC,0.1369,20.7857,0.7319,0.0365,4.7969,5.0162
IRM,1.2695,24.7405,4.3754,0.1952,0.6791,0.8104
TSCO,4.3611,19.2258,0.2819,0.3409,0.092,1.9128
POST,6.8642,14.2678,2.3781,0.1532,1.8392,2.7778
EL,3.0188,47.4219,0.756,0.2363,1.2695,1.8634
ING,1.2252,7.6018,3.1985,0.0971,0.1548,0.2491
UBS,1.172,10.0267,3.2264,0.0853,0.4037,0.6667
KRG,-0.5563,0.0,1.0937,-0.033,1.1445,1.3489
VSH,2.3975,7.5356,0.3592,0.2501,1.803,2.7696
TER,2.5204,13.0207,0.2496,0.2968,3.0252,3.6375
TWLO,-1.2336,0.0,0.9915,-0.2783,6.2708,6.3344
TRUE,-0.2723,0.0,0.0663,-0.0817,5.8681,6.1465
RLGY,1.1595,13.3455,1.5353,0.0593,0.2515,0.5029
HPP,0.626,46.127,0.7964,0.028,1.9369,1.2576
CNO,-1.9132,0.0,1.1768,-0.0934,2.5943,2.8222
JNPR,1.6425,16.6111,0.4435,0.1175,2.3412,2.4867
URBN,1.0001,35.1649,0.0,0.0832,1.4555,2.7172
ROKU,-0.0811,0.0,0.0,-0.0362,1.9628,2.2316
FEDU,1.8627,46.4979,0.0,0.0681,4.3847,4.4294
ETM,-2.5359,0.0,1.4032,-0.2709,2.9932,3.1342
BANC,0.4671,29.5778,1.7916,0.0481,0.0444,0.0481
INVH,-0.0095,0.0,1.1351,-0.0006,1.3816,2.5279
OMF,3.2917,7.383,3.8147,0.1177,46.9357,47.5439
LW,2.8503,22.8127,-7.1237,-1.2449,0.5427,1.7937
CTRE,0.6905,25.2877,0.6378,0.0754,1.4275,1.6844
NHI,3.6545,20.5272,0.9211,0.1111,1.7619,2.7697
CBL,-0.715,0.0,3.5047,-0.0815,0.4216,0.5559
FE,1.9181,18.8693,2.8623,0.1978,0.4186,0.5162
NOC,18.5981,13.1737,1.6957,0.3944,0.9733,1.1699
ASH,1.8262,46.2692,0.7425,0.0335,0.9247,1.5911
MCHP,1.0899,79.6636,0.9355,0.0779,1.3682,1.6637
KLIC,0.8387,29.4146,0.0173,0.0644,4.9261,5.6715
O,1.2321,50.0317,0.8129,0.045,0.5317,0.6759
FET,-3.4267,0.0,0.5035,-0.3631,1.1114,3.2331
TPH,1.8981,6.0055,0.5003,0.1312,0.4321,4.6942
FLO,0.7452,24.9595,0.796,0.1249,0.7813,1.3582
SPN,-5.5531,0.0,4.4126,-2.9515,1.6845,3.9778
SHO,1.041,12.3905,0.377,0.094,3.851,3.9036
TEAM,-0.4965,0.0,0.9034,-0.125,4.0003,4.0955
COF,12.0551,6.3521,0.9581,0.1164,0.0476,0.061
PFPT,-1.8985,0.0,0.0,-0.2024,0.7157,0.8096
FLT,9.1539,20.3195,1.4428,0.2429,0.8179,0.8622
PLUG,-0.335,0.0,100.4508,-28.7928,1.0077,1.0632
HIMX,0.0249,85.75,0.4234,0.0192,0.7918,1.673
IGT,-0.1049,0.0,4.4317,-0.0118,0.7297,1.1421
FANG,8.3517,11.4586,0.3269,0.0617,0.8224,0.9078
TROW,7.6354,12.4588,0.0,0.3,2.5125,2.5403
ARLP,2.8042,6.3285,0.6033,0.3101,1.2677,1.5132
RXN,0.5068,56.8824,1.1182,0.0626,1.1182,2.1966
OSK,6.4553,11.1442,0.3254,0.1877,1.1693,1.9347
DHR,3.7821,27.2804,0.3452,0.094,0.8835,1.4652
BLMN,1.1654,15.4224,23.94,2.342,0.0908,0.4241
AMN,3.0243,18.9498,0.6895,0.2218,1.5921,1.5692
PPC,0.9958,15.51,1.1571,0.1234,0.7132,1.724
GNTX,1.6706,12.3232,0.0,0.2352,3.5468,5.0303
RCL,8.6654,11.3709,0.9705,0.1631,0.0861,0.1746
INTU,5.1795,39.4286,0.1555,0.4719,1.0407,1.3896
W,-5.5796,0.0,-2.7877,1.5242,0.8904,1.1024
PCAR,6.2819,9.1424,1.158,0.2555,4.4621,1.9242
IR,5.445,16.8632,0.5826,0.1905,0.8301,1.3282
PEG,2.845,18.2632,1.0766,0.1,0.3753,0.7106
FBP,0.9157,9.3478,0.4764,0.0973,0.0679,0.0889
WEC,3.3573,20.6131,1.2054,0.1083,0.4098,0.6746
MDC,3.4473,8.1172,0.6364,0.1337,1.395,7.168
TISI,-2.0998,0.0,0.7818,-0.1381,2.0481,2.5363
YUMC,1.8677,18.2228,0.0087,0.2464,1.1716,1.5579
HMSY,0.6554,42.6212,0.3364,0.0771,3.9919,4.4016
IMMU,-1.6363,0.0,0.0264,-0.6837,15.6926,15.9039
ALV,2.1849,32.0685,1.1837,0.1011,0.7967,1.1465
BHP,1.1536,69.7845,0.5043,0.0666,1.383,2.5113
BXP,3.7059,30.3369,1.8677,0.0991,1.5175,3.4671
BYD,1.0253,20.5743,3.4731,0.1004,0.698,0.8511
WGO,3.2464,11.8673,0.5453,0.1915,0.8175,1.8216
KSU,6.1673,15.4951,0.5588,0.1304,0.8987,1.4215
PUMP,2.0805,5.9231,0.0878,0.218,0.9515,0.9901
XLNX,1.8209,37.1183,0.726,0.1966,4.1996,4.5557
NOG,0.3726,3.7049,1.9736,0.3343,0.9268,0.9866
GLOG,0.5907,35.0213,3.4494,0.0542,0.6293,0.6556
FOLD,-1.8437,0.0,0.9383,-1.0177,6.1087,6.3988
JBHT,4.4844,20.7679,0.5468,0.233,0.7833,1.1114
FBHS,2.7552,14.1227,1.0715,0.1789,0.5593,1.13
TXT,5.0296,9.4242,0.7288,0.2354,0.8246,1.8865
EXPD,3.5819,19.1803,0.0,0.3111,1.8881,2.0612
PDLI,-0.4717,0.0,0.1708,-0.0944,9.1344,9.8574
EXPE,2.7253,41.5683,0.9057,0.0989,0.6056,0.6448
TVPT,0.5762,26.931,-13.216,-0.4262,0.6715,3.7996
WERN,2.3618,12.5702,0.0988,0.1329,1.2837,1.4714
AGI,-0.1865,0.0,0.0,-0.0279,2.036,3.0424
ED,4.4378,17.2596,1.2383,0.0826,0.4949,0.6225
HCSG,1.1318,35.5575,0.0681,0.1895,2.7188,3.1099
DVAX,-2.5346,0.0,1.5995,-2.5196,3.9402,4.5845
DLTR,7.2304,14.5359,0.7906,0.2387,0.384,1.6006
GNC,0.8319,2.8554,-10.0807,-0.6104,0.4548,1.8802
OUT,0.7737,23.8421,2.0943,0.0978,0.7923,1.0668
MTSI,-2.1481,0.0,1.039,-0.2093,2.7127,4.2882
DBD,-7.4707,0.0,-12.0145,3.051,0.7837,1.4049
CBT,-1.8356,0.0,0.8692,-0.0979,0.8529,1.4559
STOR,1.0194,26.7075,0.7571,0.0562,0.1447,1.3912
BGCP,0.5985,8.6167,0.9836,0.2571,1.1988,1.3265
ABB,1.0161,18.6373,0.6177,0.1557,0.5715,1.1853
GTE,0.2622,8.3462,0.3879,0.0997,0.6566,1.1957
SWKS,5.1313,17.9269,0.0,0.2242,4.3192,5.805
CP,13.6815,17.5668,1.3104,0.294,0.4481,0.5714
PNR,2.0011,19.0808,0.429,0.1892,0.6871,1.2696
PKI,2.1389,36.5349,0.7317,0.092,1.0313,1.6
IIVI,1.407,30.0355,0.4286,0.0859,1.9541,3.2217
CROX,-1.0362,0.0,0.7984,0.3356,1.2622,2.0613
ASB,1.947,10.3073,0.9847,0.0947,0.0393,0.0379
UHS,8.4281,13.9593,0.742,0.1447,1.1149,1.3376
ENB,1.4585,28.7379,0.93,0.0415,0.4869,0.577
TDC,0.2538,153.44,1.099,0.0606,1.2914,1.4153
AG,-1.2318,0.0,0.2613,-0.3434,1.2225,2.86
ACHC,-1.9914,0.0,1.3687,-0.0753,0.8852,1.0818
NAT,-0.6713,0.0,0.7251,-0.1583,1.9818,3.1123
MLHR,2.1485,15.3953,0.4138,0.1927,1.0435,1.5597
SPG,7.8781,21.3456,7.0693,0.7402,0.2967,0.4166
QRTEA,2.0382,13.3699,1.311,0.1629,0.6297,1.0595
TRIP,0.8208,65.7805,0.0,0.0768,2.2443,2.3282
TRP,4.0153,12.2947,1.7125,0.1262,0.2303,0.3966
FAST,1.3097,19.958,0.2171,0.3265,2.0153,5.2954
RH,0.1023,1122.5,-148.5165,-0.2972,0.095,1.2418
CBRE,3.119,12.7923,0.6275,0.2153,1.0123,1.1638
HGV,3.075,8.5961,1.8831,0.4838,2.3137,1.3694
AEG,0.3422,13.9514,1.058,0.0447,0.598,2.3772
BTI,2.4557,9.5096,0.7259,0.0922,0.4319,0.775
VIAB,4.2669,7.6019,1.3611,0.2321,1.1589,1.4988
NVS,5.4417,14.1343,0.4089,0.1604,0.834,1.2012
EWBC,4.8545,8.9568,0.1254,0.1591,0.1332,0.1287
QSR,2.4352,21.2602,7.4792,0.3799,0.9695,1.0653
GSAT,-0.0051,0.0,1.2911,-0.0182,0.5938,0.7672
TTPH,-26.9117,0.0,0.355,-0.9056,7.3976,7.7798
VRAY,-0.8265,0.0,0.3309,-0.4566,3.827,5.1529
SGH,5.3553,6.0867,1.1308,0.6384,0.908,1.765
ALNY,-7.5373,0.0,0.023,-0.5849,6.1379,6.6893
BMRN,-0.4336,0.0,0.2798,-0.026,2.7271,3.9298
CASA,0.882,15.092,3.947,0.9753,4.0933,4.6853
CXP,0.0804,241.875,0.483,0.0035,1.377,1.6718
AGNC,0.1946,83.5238,7.3861,0.0167,0.4742,0.2504
DF,-3.5766,0.0,2.9916,-1.079,0.8753,1.3017
HRTX,-2.2923,0.0,0.0124,-0.4831,4.3146,4.8604
LDOS,3.8795,13.6104,0.9444,0.1756,1.0704,1.3788
VSLR,-0.1307,0.0,4.22,-0.054,1.8332,1.6719
MPW,2.7859,5.8051,0.8878,0.2236,5.2249,10.7015
TXMD,-0.5575,0.0,0.7524,-1.3598,4.2036,4.5469
CIM,1.9702,9.0457,5.9768,0.1111,0.0029,0.7862
INSM,-4.2065,0.0,1.52,-1.557,6.2784,6.5086
ETH,1.3376,18.4586,0.0044,0.0948,0.2864,1.7683
NG,-0.3495,0.0,0.6005,-0.7018,45.6295,46.2795
BGFV,-0.1648,0.0,0.4126,-0.0202,0.1391,2.1586
AEE,3.3361,19.5299,1.1841,0.1068,0.3175,0.5705
HCC,13.2076,1.8279,0.6581,0.9778,2.905,3.7705
LAMR,3.0638,22.3883,2.5523,0.2697,0.5649,0.7992
FIT,-0.7477,0.0,0.0,-0.2525,1.5814,1.8235
EXEL,2.3081,8.4784,0.0095,0.536,8.2691,8.5048
HZNP,-0.4426,0.0,1.5937,-0.0623,2.0134,2.1812
ADI,4.0235,21.4876,0.562,0.1327,1.3847,2.0082
AKBA,-2.5165,0.0,0.0236,-0.2258,1.2733,1.7625
OLED,1.2492,75.4597,0.0,0.0852,4.1933,4.7667
EYE,0.3065,90.871,0.7779,0.0318,0.3207,1.0144
CBS,5.2365,8.4077,3.6159,0.699,0.9541,1.4765
MBT,6.0642,7.7016,8.1781,0.1049,0.8029,0.9102
TMO,7.298,30.6142,0.6884,0.1065,1.015,1.7285
LBRDA,0.3857,184.1282,0.0493,0.0066,10.1407,10.3202
HCLP,1.5079,2.4521,0.5518,0.1704,1.3933,7.4314
OFC,0.6642,30.4783,1.148,0.0456,0.9999,1.9423
STT,6.3499,9.733,0.4393,0.0974,0.7351,0.4473
HLF,1.8998,27.8066,-3.392,-0.41,0.799,1.1361
WRK,7.4716,7.185,0.5593,0.1662,0.7943,1.4355
BR,3.6287,31.6694,0.9626,0.391,1.1307,1.2751
MCD,7.6848,23.3338,-4.9654,-0.9466,1.1123,1.3631
PRO,-1.7294,0.0,4.1019,-1.1703,1.2277,1.2598
SSNC,0.4291,102.5227,1.8026,0.0225,0.9728,1.0657
TWO,-0.7057,0.0,5.7851,-0.0104,0.0813,0.0993
CHTR,5.3731,53.8696,2.0071,0.0339,0.2065,0.2257
AXL,-0.5148,0.0,2.5665,-0.0387,1.0635,1.496
ACAD,-1.9604,0.0,0.0,-0.5118,8.4972,8.8325
VLY,0.7504,11.84,0.4343,0.078,0.0226,0.0231
VOD,0.1047,22.3928,0.6124,0.0412,0.9802,0.8611
EXTR,-0.4038,0.0,1.7542,-0.4151,0.9269,1.1891
BTE,-1.3816,0.0,0.6886,-0.1065,0.4289,0.7349
FEYE,-1.234,0.0,1.48,-0.3738,1.8813,2.0391
SUN,-2.0925,0.0,3.8074,-0.264,0.5399,1.0462
VECO,-8.5177,0.0,0.6565,-0.9299,2.0498,3.2494
ZEN,-1.2246,0.0,1.099,-0.3144,1.4938,1.6705
ATEN,-0.3742,0.0,0.0,-0.2658,1.8728,2.2075
CRC,6.7537,2.517,-14.5457,-0.9086,0.5206,1.0544
ATUS,0.0263,550.6667,6.2144,0.0051,0.3785,0.4469
SIG,8.0375,6.3316,0.2929,0.2077,0.9688,3.3225
BDC,3.1252,13.4742,1.0548,0.116,1.2366,1.7557
ERIC,-2.1254,0.0,0.3808,-0.0751,1.0705,1.4531
XPO,3.0721,17.9937,1.1941,0.118,0.9351,1.1132
APO,-0.2087,0.0,1.6102,-0.0075,1.7542,1.9902
CRI,6.1521,13.4686,0.6824,0.3244,1.3082,3.1854
MANH,1.6013,26.8165,0.0,0.7115,1.3814,1.4827
AGCO,3.647,15.3785,0.5066,0.0973,0.436,1.2786
TILE,0.8443,16.9643,1.7441,0.1417,1.1628,2.4996
MMC,3.2757,24.4632,0.7754,0.2197,1.0932,1.2051
GNW,0.2376,19.4167,0.3565,0.0096,3.7925,4.0103
CAKE,3.4376,14.7194,0.0163,0.2565,0.2347,0.5243
CAR,2.1333,10.8077,33.2923,0.3986,1.2826,1.2669
URI,13.5137,7.7323,3.452,0.3221,0.7505,0.8322
SPLK,-1.3447,0.0,0.0,-0.1681,2.1364,2.3039
VRSN,4.8184,28.9064,-1.2884,-0.4204,1.3399,1.3899
MCO,6.8351,20.4737,12.3418,2.8476,1.4794,1.614
SLG,2.7244,29.618,0.9474,0.0419,2.6655,3.0839
XOG,0.5545,7.6607,0.8116,0.0656,0.9143,1.1547
PEIX,-1.3461,0.0,0.8243,-0.2011,0.4142,0.728
BZUN,1.6235,42.2721,0.2442,0.1239,1.3243,1.8599
PAGS,3.4667,25.3932,0.0,0.1388,2.3113,2.344
L,2.0242,22.8744,0.6143,0.0343,0.4665,0.4725
NWSA,-2.5974,0.0,0.2101,-0.163,1.1065,1.3335
MBI,-3.2639,0.0,4.7167,-0.2645,1.3512,3.1335
ARNA,-0.595,0.0,0.0869,-0.0485,15.0651,15.3996
VNO,2.0224,30.7079,1.6309,0.1008,3.8662,4.2672
PDS,-1.0035,0.0,1.0953,-0.1889,1.662,1.8525
BCC,0.5263,45.0,0.6533,0.0304,1.1381,2.6655
TCP,-2.4963,0.0,3.5668,-0.308,0.9,1.0778
ULTA,9.1033,23.6131,0.0,0.3129,0.7742,2.6375
PRTY,1.2684,7.7969,1.8575,0.1177,0.2894,1.4391
JACK,4.4531,19.4742,-1.8079,-0.2051,0.3273,0.5169
OGE,2.1304,18.3991,0.7857,0.1062,0.3814,0.641
QGEN,0.8403,41.0119,0.8251,0.0723,1.7952,2.2167
CPRT,1.799,31.8833,0.2529,0.2643,2.2583,2.5576
EAT,3.4387,18.0364,-2.1011,-0.3055,0.1487,0.3599
DXC,6.1291,13.9927,0.5939,0.1298,0.8195,0.9765
UEC,-0.1111,0.0,0.3092,-0.2822,0.7078,0.6773
CLVS,-6.9815,0.0,3.929,-2.5125,4.2389,4.5511
KBR,1.9946,7.6281,0.7379,0.1655,1.2431,1.3805
STM,1.4126,9.7063,0.3004,0.2024,1.8269,2.7613
AQUA,0.0539,355.0,2.6184,0.0171,1.184,1.9864
SBRA,1.5106,10.9139,0.9934,0.0859,2.1793,2.6682
EQT,-8.8221,0.0,0.5323,-0.2048,0.7333,0.8364
FISV,2.9789,25.0819,2.5988,0.5177,0.7284,1.1065
SRE,3.3764,31.3594,1.3378,0.0613,0.3156,0.4845
SAVE,2.2816,25.4035,1.1347,0.0808,1.3842,1.6122
DXLG,-0.3867,0.0,0.9663,-0.321,0.0861,1.1828
HTA,1.0315,24.3365,0.7506,0.0656,1.8685,1.6713
